;QUARTO_INFOS;GARAGEM_INFOS;BANHEIROS_INFOS;AREA_SEGMENTADA;BAIRRO;FAIXA_PRECOS
1677;2 quartos;2 vagas de garagem;2 banheiros;(60.0, 80.0];Itapuã;(650000.0, 1140000.0]
1678;1 quarto;;1 banheiro;(12.999, 60.0];Rio Vermelho;(-0.001, 300000.0]
1679;1 quarto;2 vagas de garagem;1 banheiro;(80.0, 110.0];Rio Vermelho;(450000.0, 650000.0]
1680;2 quartos;1 vaga de garagem;1 banheiro;(12.999, 60.0];Engenho Velho de Brotas;(-0.001, 300000.0]
1681;3 quartos;3 vagas de garagem;4 banheiros;(110.0, 163.0];Pituaçu;(1140000.0, 88000000.0]
1682;4 quartos;4 vagas de garagem;5 ou mais banheiros;(163.0, 4126.0];Comércio;(1140000.0, 88000000.0]
1683;4 quartos;2 vagas de garagem;5 ou mais banheiros;(163.0, 4126.0];Pituba;(650000.0, 1140000.0]
1684;3 quartos;3 vagas de garagem;5 ou mais banheiros;(110.0, 163.0];Patamares;(1140000.0, 88000000.0]
1685;2 quartos;1 vaga de garagem;1 banheiro;(12.999, 60.0];Piatã;(-0.001, 300000.0]
1686;4 quartos;3 vagas de garagem;4 banheiros;(110.0, 163.0];Jardim Apipema;(1140000.0, 88000000.0]
1687;5 ou mais quartos;4 vagas de garagem;5 ou mais banheiros;(163.0, 4126.0];Graça;(1140000.0, 88000000.0]
1688;3 quartos;2 vagas de garagem;3 banheiros;(110.0, 163.0];Graça;(650000.0, 1140000.0]
1689;1 quarto;;1 banheiro;(60.0, 80.0];Canela;(-0.001, 300000.0]
1690;1 quarto;1 vaga de garagem;1 banheiro;(12.999, 60.0];Barbalho;(450000.0, 650000.0]
1691;2 quartos;2 vagas de garagem;2 banheiros;(80.0, 110.0];Barra;(650000.0, 1140000.0]
1692;3 quartos;2 vagas de garagem;5 ou mais banheiros;(163.0, 4126.0];Piatã;(650000.0, 1140000.0]
1693;2 quartos;2 vagas de garagem;4 banheiros;(80.0, 110.0];Stella Maris;(450000.0, 650000.0]
1694;2 quartos;;1 banheiro;(12.999, 60.0];Sete de Abril;(-0.001, 300000.0]
1695;1 quarto;1 vaga de garagem;1 banheiro;(12.999, 60.0];Ondina;(300000.0, 450000.0]
1696;2 quartos;1 vaga de garagem;3 banheiros;(12.999, 60.0];Imbuí;(300000.0, 450000.0]
1697;1 quarto;1 vaga de garagem;1 banheiro;(12.999, 60.0];Caminho das Árvores;(-0.001, 300000.0]
1698;1 quarto;1 vaga de garagem;1 banheiro;(60.0, 80.0];Pituba;(450000.0, 650000.0]
1699;3 quartos;5 ou mais vagas de garagem;5 ou mais banheiros;(163.0, 4126.0];Pituba;(1140000.0, 88000000.0]
1700;4 quartos;3 vagas de garagem;5 ou mais banheiros;(110.0, 163.0];Armação;(1140000.0, 88000000.0]
1701;3 quartos;2 vagas de garagem;3 banheiros;(80.0, 110.0];Costa Azul;(450000.0, 650000.0]
1702;2 quartos;1 vaga de garagem;2 banheiros;(60.0, 80.0];Imbuí;(300000.0, 450000.0]
1703;2 quartos;;1 banheiro;(12.999, 60.0];Nova Brasília;(-0.001, 300000.0]
1704;3 quartos;3 vagas de garagem;5 ou mais banheiros;(110.0, 163.0];Alphaville I;(1140000.0, 88000000.0]
1705;3 quartos;3 vagas de garagem;3 banheiros;(110.0, 163.0];Horto Bela Vista;(650000.0, 1140000.0]
1706;1 quarto;1 vaga de garagem;1 banheiro;(12.999, 60.0];Brotas;(-0.001, 300000.0]
1707;3 quartos;1 vaga de garagem;2 banheiros;(60.0, 80.0];Brotas;(-0.001, 300000.0]
1708;4 quartos;4 vagas de garagem;4 banheiros;(163.0, 4126.0];Patamares;(1140000.0, 88000000.0]
1709;4 quartos;3 vagas de garagem;2 banheiros;(163.0, 4126.0];Barra;(1140000.0, 88000000.0]
1710;2 quartos;;1 banheiro;(12.999, 60.0];Doron;(-0.001, 300000.0]
1711;2 quartos;;1 banheiro;(12.999, 60.0];Itacaranha;(-0.001, 300000.0]
1712;1 quarto;1 vaga de garagem;1 banheiro;(12.999, 60.0];Armação;(300000.0, 450000.0]
1713;3 quartos;;3 banheiros;(110.0, 163.0];Barris;(-0.001, 300000.0]
1714;4 quartos;4 vagas de garagem;2 banheiros;(163.0, 4126.0];Vitória;(1140000.0, 88000000.0]
1715;3 quartos;3 vagas de garagem;5 ou mais banheiros;(163.0, 4126.0];Patamares;(1140000.0, 88000000.0]
1716;3 quartos;2 vagas de garagem;3 banheiros;(80.0, 110.0];Canela;(650000.0, 1140000.0]
1717;3 quartos;2 vagas de garagem;5 ou mais banheiros;(163.0, 4126.0];Graça;(1140000.0, 88000000.0]
1718;4 quartos;2 vagas de garagem;3 banheiros;(80.0, 110.0];Horto Bela Vista;(450000.0, 650000.0]
1719;3 quartos;2 vagas de garagem;5 ou mais banheiros;(110.0, 163.0];Rio Vermelho;(650000.0, 1140000.0]
1720;3 quartos;2 vagas de garagem;4 banheiros;(110.0, 163.0];Alphaville I;(650000.0, 1140000.0]
1721;3 quartos;2 vagas de garagem;3 banheiros;(110.0, 163.0];Chame-Chame;(450000.0, 650000.0]
1722;2 quartos;1 vaga de garagem;1 banheiro;(12.999, 60.0];Trobogy;(-0.001, 300000.0]
1723;3 quartos;1 vaga de garagem;2 banheiros;(60.0, 80.0];Matatu;(300000.0, 450000.0]
1724;2 quartos;1 vaga de garagem;2 banheiros;(60.0, 80.0];Cabula;(300000.0, 450000.0]
1725;2 quartos;2 vagas de garagem;3 banheiros;(80.0, 110.0];Patamares;(650000.0, 1140000.0]
1726;4 quartos;2 vagas de garagem;1 banheiro;(163.0, 4126.0];Campo Grande;(1140000.0, 88000000.0]
1727;2 quartos;2 vagas de garagem;2 banheiros;(110.0, 163.0];Horto Bela Vista;(650000.0, 1140000.0]
1728;3 quartos;1 vaga de garagem;3 banheiros;(60.0, 80.0];Jardim Apipema;(450000.0, 650000.0]
1729;3 quartos;2 vagas de garagem;3 banheiros;(110.0, 163.0];Pituba;(650000.0, 1140000.0]
1730;3 quartos;1 vaga de garagem;3 banheiros;(60.0, 80.0];Boca do Rio;(300000.0, 450000.0]
1731;3 quartos;2 vagas de garagem;3 banheiros;(80.0, 110.0];Caminho das Árvores;(650000.0, 1140000.0]
1732;2 quartos;1 vaga de garagem;1 banheiro;(12.999, 60.0];Piatã;(-0.001, 300000.0]
1733;2 quartos;2 vagas de garagem;3 banheiros;(60.0, 80.0];Federação;(450000.0, 650000.0]
1734;2 quartos;1 vaga de garagem;1 banheiro;(12.999, 60.0];Vila Laura;(-0.001, 300000.0]
1735;1 quarto;1 vaga de garagem;1 banheiro;(12.999, 60.0];Pituba;(-0.001, 300000.0]
1736;4 quartos;3 vagas de garagem;4 banheiros;(163.0, 4126.0];Pituba;(1140000.0, 88000000.0]
1737;3 quartos;1 vaga de garagem;3 banheiros;(110.0, 163.0];Vitória;(650000.0, 1140000.0]
1738;1 quarto;1 vaga de garagem;1 banheiro;(12.999, 60.0];Ondina;(-0.001, 300000.0]
1739;2 quartos;2 vagas de garagem;2 banheiros;(60.0, 80.0];Itaigara;(650000.0, 1140000.0]
1740;3 quartos;2 vagas de garagem;3 banheiros;(110.0, 163.0];Barra;(650000.0, 1140000.0]
1741;4 quartos;2 vagas de garagem;4 banheiros;(163.0, 4126.0];Barra;(1140000.0, 88000000.0]
1742;3 quartos;1 vaga de garagem;3 banheiros;(80.0, 110.0];Imbuí;(650000.0, 1140000.0]
